offset,offset_hex,length,text,population_term,candidate_kind,patchability,safe_patch_type,confidence,reason,length_change_patchability,candidate_id,file_offset,decoded_offset,decoded_offset_hex,section,owner_type,owner_name,owner_function_index,owner_function_offset_range,owner_function_name,owner_function_purpose_tags,nearby_strings,nearby_native_calls,nearby_branches,candidate_value,candidate_value_type,operand_width,patchability_level,confidence_score,safety_reason,blocked_reason,unrelated_code_risk
20024,0x4E38,4,OfX4,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000278,,20024,0x4E38,string,string_table,OfX4,122,0x4D89..0x4E81,Function_122,[],"['OfX4', 'P)E""W;', '{)BIS']",[],"['0x4DBD', '0x4DD3', '0x4DDB', '0x4DE3', '0x4DF6', '0x4DFE', '0x4E09', '0x4E41', '0x4E47', '0x4E4F', '0x4E57', '0x4E7B']",OfX4,string,4,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
20076,0x4E6C,5,{)BIS,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000279,,20076,0x4E6C,string,string_table,{)BIS,122,0x4D89..0x4E81,Function_122,[],"['P)E""W;', 'OfX4', '{)BIS', ')Nnk(9', 'PfXh']",[],"['0x4DF6', '0x4DFE', '0x4E09', '0x4E41', '0x4E47', '0x4E4F', '0x4E57', '0x4E7B', '0x4EAB', '0x4EC9']",{)BIS,string,5,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
20154,0x4EBA,6,)Nnk(9,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000280,,20154,0x4EBA,string,string_table,)Nnk(9,126,0x4EB2..0x4F7E,Function_126,[],"['{)BIS', ')Nnk(9', 'PfXh', 'OfX4']",[],"['0x4E41', '0x4E47', '0x4E4F', '0x4E57', '0x4E7B', '0x4EAB', '0x4EC9', '0x4F00', '0x4F0B', '0x4F1C', '0x4F26', '0x4F37']",)Nnk(9,string,6,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
20166,0x4EC6,4,PfXh,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000281,,20166,0x4EC6,string,string_table,PfXh,126,0x4EB2..0x4F7E,Function_126,[],"['{)BIS', ')Nnk(9', 'PfXh', 'OfX4']",[],"['0x4E47', '0x4E4F', '0x4E57', '0x4E7B', '0x4EAB', '0x4EC9', '0x4F00', '0x4F0B', '0x4F1C', '0x4F26', '0x4F37', '0x4F3D']",PfXh,string,4,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
20174,0x4ECE,4,OfX4,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000282,,20174,0x4ECE,string,string_table,OfX4,126,0x4EB2..0x4F7E,Function_126,[],"['{)BIS', ')Nnk(9', 'PfXh', 'OfX4']",[],"['0x4E4F', '0x4E57', '0x4E7B', '0x4EAB', '0x4EC9', '0x4F00', '0x4F0B', '0x4F1C', '0x4F26', '0x4F37', '0x4F3D']",OfX4,string,4,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
20185,0x4ED9,4,OfX4,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000283,,20185,0x4ED9,string,string_table,OfX4,126,0x4EB2..0x4F7E,Function_126,[],"['{)BIS', ')Nnk(9', 'PfXh', 'OfX4']",[],"['0x4E7B', '0x4EAB', '0x4EC9', '0x4F00', '0x4F0B', '0x4F1C', '0x4F26', '0x4F37', '0x4F3D', '0x4F55']",OfX4,string,4,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
20208,0x4EF0,4,OfX4,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000284,,20208,0x4EF0,string,string_table,OfX4,126,0x4EB2..0x4F7E,Function_126,[],"[')Nnk(9', 'PfXh', 'OfX4', '{)BIS']",[],"['0x4E7B', '0x4EAB', '0x4EC9', '0x4F00', '0x4F0B', '0x4F1C', '0x4F26', '0x4F37', '0x4F3D', '0x4F55', '0x4F5F', '0x4F66']",OfX4,string,4,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
20246,0x4F16,4,OfX4,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000285,,20246,0x4F16,string,string_table,OfX4,126,0x4EB2..0x4F7E,Function_126,[],"[')Nnk(9', 'PfXh', 'OfX4', '{)BIS']",[],"['0x4EAB', '0x4EC9', '0x4F00', '0x4F0B', '0x4F1C', '0x4F26', '0x4F37', '0x4F3D', '0x4F55', '0x4F5F', '0x4F66', '0x4F6F']",OfX4,string,4,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
20297,0x4F49,5,{)BIS,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000286,,20297,0x4F49,string,string_table,{)BIS,126,0x4EB2..0x4F7E,Function_126,[],"['OfX4', '{)BIS', ')E""_', ')Nnk(9', 'PfXh']",[],"['0x4EC9', '0x4F00', '0x4F0B', '0x4F1C', '0x4F26', '0x4F37', '0x4F3D', '0x4F55', '0x4F5F', '0x4F66', '0x4F6F', '0x4F76']",{)BIS,string,5,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
20409,0x4FB9,4,")E""_",,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000287,,20409,0x4FB9,string,string_table,")E""_",127,0x4F7E..0x57AA,Function_127,[],"['{)BIS', ')E""_', ')E*R\\', ')B+A', '1()A', ')EIJD', ')CNB', ')EZ:_', 'M|)B', 'y3)E', ')C%aH7', ')B%+']","['0x4FCA', '0x5013']","['0x4F3D', '0x4F55', '0x4F5F', '0x4F66', '0x4F6F', '0x4F76', '0x4F9F', '0x4FA8', '0x4FAC', '0x4FD4', '0x4FF1', '0x4FF5']",")E""_",string,4,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
20555,0x504B,5,)E*R\,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000288,,20555,0x504B,string,string_table,)E*R\,127,0x4F7E..0x57AA,Function_127,[],"[')E*R\\', ')B+A', ')E""_', '1()A', ')EIJD', ')CNB', ')EZ:_', 'M|)B', 'y3)E', ')C%aH7', ')B%+', ' )Ex']","['0x5013', '0x505C', '0x50A5']","['0x4FD4', '0x4FF1', '0x4FF5', '0x501D', '0x503A', '0x503E', '0x5066', '0x5083', '0x5087', '0x50AF']",)E*R\,string,5,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
20623,0x508F,4,)B+A,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000289,,20623,0x508F,string,string_table,)B+A,127,0x4F7E..0x57AA,Function_127,[],"[')E*R\\', ')B+A', '1()A', ')EIJD', ')CNB', ')E""_', ')EZ:_', 'M|)B', 'y3)E', ')C%aH7', ')B%+', ' )Ex']","['0x5013', '0x505C', '0x50A5', '0x50EE']","['0x501D', '0x503A', '0x503E', '0x5066', '0x5083', '0x5087', '0x50AF', '0x50CC', '0x50D0', '0x50F8']",)B+A,string,4,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
20694,0x50D6,4,1()A,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000290,,20694,0x50D6,string,string_table,1()A,127,0x4F7E..0x57AA,Function_127,[],"[')B+A', '1()A', ')EIJD', ')CNB', ')E""_', ')E*R\\', ')EZ:_', 'M|)B', 'y3)E', ')C%aH7', ')B%+', ' )Ex']","['0x505C', '0x50A5', '0x50EE', '0x512C', '0x5137']","['0x5066', '0x5083', '0x5087', '0x50AF', '0x50CC', '0x50D0', '0x50F8', '0x5115', '0x5119', '0x5141']",1()A,string,4,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
20701,0x50DD,5,)EIJD,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000291,,20701,0x50DD,string,string_table,)EIJD,127,0x4F7E..0x57AA,Function_127,[],"[')B+A', '1()A', ')EIJD', ')CNB', ')E""_', ')E*R\\', ')EZ:_', 'M|)B', 'y3)E', ')C%aH7', ')B%+', ' )Ex']","['0x50A5', '0x50EE', '0x512C', '0x5137']","['0x5066', '0x5083', '0x5087', '0x50AF', '0x50CC', '0x50D0', '0x50F8', '0x5115', '0x5119', '0x5141', '0x515A']",)EIJD,string,5,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
20731,0x50FB,4,)CNB,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000292,,20731,0x50FB,string,string_table,)CNB,127,0x4F7E..0x57AA,Function_127,[],"[')B+A', '1()A', ')EIJD', ')CNB', ')EZ:_', ')E""_', ')E*R\\', 'M|)B', 'y3)E', ')C%aH7', ')B%+', ' )Ex']","['0x50A5', '0x50EE', '0x512C', '0x5137']","['0x5083', '0x5087', '0x50AF', '0x50CC', '0x50D0', '0x50F8', '0x5115', '0x5119', '0x5141', '0x515A', '0x515E']",)CNB,string,4,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
20843,0x516B,5,)EZ:_,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000293,,20843,0x516B,string,string_table,)EZ:_,127,0x4F7E..0x57AA,Function_127,[],"[')CNB', ')EZ:_', ')E""_', ')E*R\\', ')B+A', '1()A', ')EIJD', 'M|)B', 'y3)E', ')C%aH7', ')B%+', ' )Ex']","['0x50EE', '0x512C', '0x5137', '0x517C', '0x51C5']","['0x50F8', '0x5115', '0x5119', '0x5141', '0x515A', '0x515E', '0x5186', '0x51A3', '0x51A7', '0x51CF']",)EZ:_,string,5,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
20982,0x51F6,4,M|)B,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000294,,20982,0x51F6,string,string_table,M|)B,127,0x4F7E..0x57AA,Function_127,[],"['M|)B', 'y3)E', ')C%aH7', ')E""_', ')E*R\\', ')B+A', '1()A', ')EIJD', ')CNB', ')EZ:_', ')B%+', ' )Ex']","['0x517C', '0x51C5', '0x520E', '0x524C', '0x5257']","['0x5186', '0x51A3', '0x51A7', '0x51CF', '0x51EC', '0x51F0', '0x5218', '0x5235', '0x5239', '0x5261']",M|)B,string,4,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
20987,0x51FB,4,y3)E,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000295,,20987,0x51FB,string,string_table,y3)E,127,0x4F7E..0x57AA,Function_127,[],"['M|)B', 'y3)E', ')C%aH7', ')E""_', ')E*R\\', ')B+A', '1()A', ')EIJD', ')CNB', ')EZ:_', ')B%+', ' )Ex']","['0x517C', '0x51C5', '0x520E', '0x524C', '0x5257']","['0x5186', '0x51A3', '0x51A7', '0x51CF', '0x51EC', '0x51F0', '0x5218', '0x5235', '0x5239', '0x5261', '0x527A']",y3)E,string,4,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
21019,0x521B,6,)C%aH7,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000296,,21019,0x521B,string,string_table,)C%aH7,127,0x4F7E..0x57AA,Function_127,[],"['M|)B', 'y3)E', ')C%aH7', ')B%+', ')E""_', ')E*R\\', ')B+A', '1()A', ')EIJD', ')CNB', ')EZ:_', ' )Ex']","['0x51C5', '0x520E', '0x524C', '0x5257']","['0x51A3', '0x51A7', '0x51CF', '0x51EC', '0x51F0', '0x5218', '0x5235', '0x5239', '0x5261', '0x527A', '0x527E']",)C%aH7,string,6,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
21126,0x5286,4,)B%+,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000297,,21126,0x5286,string,string_table,)B%+,127,0x4F7E..0x57AA,Function_127,[],"[')C%aH7', ')B%+', ')E""_', ')E*R\\', ')B+A', '1()A', ')EIJD', ')CNB', ')EZ:_', 'M|)B', 'y3)E', ' )Ex']","['0x520E', '0x524C', '0x5257', '0x529C', '0x52E5']","['0x5218', '0x5235', '0x5239', '0x5261', '0x527A', '0x527E', '0x52A6', '0x52C3', '0x52C7', '0x52EF']",)B%+,string,4,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
21276,0x531C,4, )Ex,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000298,,21276,0x531C,string,string_table, )Ex,127,0x4F7E..0x57AA,Function_127,[],"[' )Ex', ')E""_', ')E*R\\', ')B+A', '1()A', ')EIJD', ')CNB', ')EZ:_', 'M|)B', 'y3)E', ')C%aH7', ')B%+']","['0x529C', '0x52E5', '0x532E', '0x5377']","['0x52A6', '0x52C3', '0x52C7', '0x52EF', '0x530C', '0x5310', '0x5338', '0x5355', '0x5359', '0x5381']", )Ex,string,4,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
21490,0x53F2,4,w)A4,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000299,,21490,0x53F2,string,string_table,w)A4,127,0x4F7E..0x57AA,Function_127,[],"['w)A4', '[J)Ew', ')E""_', ')E*R\\', ')B+A', '1()A', ')EIJD', ')CNB', ')EZ:_', 'M|)B', 'y3)E', ')C%aH7']","['0x5377', '0x53C0', '0x5409', '0x5452']","['0x5381', '0x539E', '0x53A2', '0x53CA', '0x53E7', '0x53EB', '0x5413', '0x5430', '0x5434', '0x545C']",w)A4,string,4,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
21567,0x543F,5,[J)Ew,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000300,,21567,0x543F,string,string_table,[J)Ew,127,0x4F7E..0x57AA,Function_127,[],"['w)A4', '[J)Ew', '()AQ', ')E""_', ')E*R\\', ')B+A', '1()A', ')EIJD', ')CNB', ')EZ:_', 'M|)B', 'y3)E']","['0x53C0', '0x5409', '0x5452', '0x549B']","['0x53CA', '0x53E7', '0x53EB', '0x5413', '0x5430', '0x5434', '0x545C', '0x5479', '0x547D', '0x54A5']",[J)Ew,string,5,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
21636,0x5484,4,()AQ,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000301,,21636,0x5484,string,string_table,()AQ,127,0x4F7E..0x57AA,Function_127,[],"['[J)Ew', '()AQ', ')E""_', ')E*R\\', ')B+A', '1()A', ')EIJD', ')CNB', ')EZ:_', 'M|)B', 'y3)E', ')C%aH7']","['0x5409', '0x5452', '0x549B', '0x54E4']","['0x5413', '0x5430', '0x5434', '0x545C', '0x5479', '0x547D', '0x54A5', '0x54C2', '0x54C6', '0x54EE']",()AQ,string,4,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
21850,0x555A,5,<)D=N,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000302,,21850,0x555A,string,string_table,<)D=N,127,0x4F7E..0x57AA,Function_127,[],"['<)D=N', ')Bm337', ')E""_', ')E*R\\', ')B+A', '1()A', ')EIJD', ')CNB', ')EZ:_', 'M|)B', 'y3)E', ')C%aH7']","['0x54E4', '0x552D', '0x5576', '0x55BF']","['0x54EE', '0x550B', '0x550F', '0x5537', '0x5554', '0x5558', '0x5580', '0x559D', '0x55A1', '0x55C9']",<)D=N,string,5,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
21964,0x55CC,6,)Bm337,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000303,,21964,0x55CC,string,string_table,)Bm337,127,0x4F7E..0x57AA,Function_127,[],"['<)D=N', ')Bm337', 'cE)D', ')E""_', ')E*R\\', ')B+A', '1()A', ')EIJD', ')CNB', ')EZ:_', 'M|)B', 'y3)E']","['0x5576', '0x55BF', '0x5608']","['0x5554', '0x5558', '0x5580', '0x559D', '0x55A1', '0x55C9', '0x55E6', '0x55EA', '0x5612', '0x562F', '0x5633']",)Bm337,string,6,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
22005,0x55F5,4,cE)D,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000304,,22005,0x55F5,string,string_table,cE)D,127,0x4F7E..0x57AA,Function_127,[],"[')Bm337', 'cE)D', ')E""_', ')E*R\\', ')B+A', '1()A', ')EIJD', ')CNB', ')EZ:_', 'M|)B', 'y3)E', ')C%aH7']","['0x5576', '0x55BF', '0x5608', '0x5651']","['0x5580', '0x559D', '0x55A1', '0x55C9', '0x55E6', '0x55EA', '0x5612', '0x562F', '0x5633', '0x565B']",cE)D,string,4,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
22151,0x5687,5,OH)EV,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000305,,22151,0x5687,string,string_table,OH)EV,127,0x4F7E..0x57AA,Function_127,[],"['OH)EV', 'f)EM', ')E""_', ')E*R\\', ')B+A', '1()A', ')EIJD', ')CNB', ')EZ:_', 'M|)B', 'y3)E', ')C%aH7']","['0x5608', '0x5651', '0x569A', '0x56E3']","['0x5612', '0x562F', '0x5633', '0x565B', '0x5678', '0x567C', '0x56A4', '0x56C1', '0x56C5', '0x56ED']",OH)EV,string,5,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
22225,0x56D1,4,f)EM,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000306,,22225,0x56D1,string,string_table,f)EM,127,0x4F7E..0x57AA,Function_127,[],"['OH)EV', 'f)EM', ')E""_', ')E*R\\', ')B+A', '1()A', ')EIJD', ')CNB', ')EZ:_', 'M|)B', 'y3)E', ')C%aH7']","['0x5651', '0x569A', '0x56E3', '0x571F']","['0x565B', '0x5678', '0x567C', '0x56A4', '0x56C1', '0x56C5', '0x56ED', '0x5729', '0x573C', '0x5744', '0x5750']",f)EM,string,4,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
22377,0x5769,46,o-Here's what we're returning as a save spot: ,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000307,,22377,0x5769,string,string_table,o-Here's what we're returning as a save spot: ,127,0x4F7E..0x57AA,Function_127,[],"[""o-Here's what we're returning as a save spot: "", ')E""_', ')E*R\\', ')B+A', '1()A', ')EIJD', ')CNB', ')EZ:_', 'M|)B', 'y3)E', ')C%aH7', ')B%+']","['0x571F', '0x5798', '0x579F', '0x57A2']","['0x56ED', '0x5729', '0x573C', '0x5744', '0x5750', '0x5753', '0x57BF', '0x57C9', '0x57D4', '0x57DF']",o-Here's what we're returning as a save spot: ,string,46,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
22661,0x5885,15,bPlayerSleeping,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000308,,22661,0x5885,string,string_table,bPlayerSleeping,130,0x57F4..0x58A3,Function_130,[],"['bPlayerSleeping', 'Ho?STAT_INCREASE_INT_NOW: Attempting to use a Stat out of bounds.']","['0x5895', '0x58F5']","['0x5809', '0x581A', '0x582B', '0x583C', '0x584A', '0x5858', '0x5869', '0x5878', '0x5898', '0x58B1']",bPlayerSleeping,string,15,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
22707,0x58B3,65,Ho?STAT_INCREASE_INT_NOW: Attempting to use a Stat out of bounds.,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000309,,22707,0x58B3,string,string_table,Ho?STAT_INCREASE_INT_NOW: Attempting to use a Stat out of bounds.,131,0x58A3..0x5ACB,Function_131,[],"['bPlayerSleeping', 'Ho?STAT_INCREASE_INT_NOW: Attempting to use a Stat out of bounds.', 'oNSTAT_INCREASE_INT_NOW: You cannot increase this STAT_TYPE_LIFETIME directly: ', 'onSTAT_INCREASE_INT_NOW: You cannot increase a STAT_TYPE_LIFETIME directly, use the COLLECTION version instead!', 'jo^STAT_INCREASE_INT_NOW: iIncreaseValue < 0 - I am turning this into a positive number for you!', 'RFe+8']","['0x5895', '0x58F5']","['0x583C', '0x584A', '0x5858', '0x5869', '0x5878', '0x5898', '0x58B1', '0x5906']",Ho?STAT_INCREASE_INT_NOW: Attempting to use a Stat out of bounds.,string,65,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
22793,0x5909,79,oNSTAT_INCREASE_INT_NOW: You cannot increase this STAT_TYPE_LIFETIME directly: ,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000310,,22793,0x5909,string,string_table,oNSTAT_INCREASE_INT_NOW: You cannot increase this STAT_TYPE_LIFETIME directly: ,131,0x58A3..0x5ACB,Function_131,[],"['Ho?STAT_INCREASE_INT_NOW: Attempting to use a Stat out of bounds.', 'oNSTAT_INCREASE_INT_NOW: You cannot increase this STAT_TYPE_LIFETIME directly: ', 'onSTAT_INCREASE_INT_NOW: You cannot increase a STAT_TYPE_LIFETIME directly, use the COLLECTION version instead!', 'jo^STAT_INCREASE_INT_NOW: iIncreaseValue < 0 - I am turning this into a positive number for you!', 'RFe+8']","['0x5895', '0x58F5', '0x5959', '0x5963', '0x5966']","['0x5898', '0x58B1', '0x5906']",oNSTAT_INCREASE_INT_NOW: You cannot increase this STAT_TYPE_LIFETIME directly: ,string,79,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
22889,0x5969,111,"onSTAT_INCREASE_INT_NOW: You cannot increase a STAT_TYPE_LIFETIME directly, use the COLLECTION version instead!",,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000311,,22889,0x5969,string,string_table,"onSTAT_INCREASE_INT_NOW: You cannot increase a STAT_TYPE_LIFETIME directly, use the COLLECTION version instead!",131,0x58A3..0x5ACB,Function_131,[],"['oNSTAT_INCREASE_INT_NOW: You cannot increase this STAT_TYPE_LIFETIME directly: ', 'onSTAT_INCREASE_INT_NOW: You cannot increase a STAT_TYPE_LIFETIME directly, use the COLLECTION version instead!', 'jo^STAT_INCREASE_INT_NOW: iIncreaseValue < 0 - I am turning this into a positive number for you!', 'Ho?STAT_INCREASE_INT_NOW: Attempting to use a Stat out of bounds.', 'RFe+8']","['0x58F5', '0x5959', '0x5963', '0x5966', '0x59D9']","['0x5906', '0x59E3']","onSTAT_INCREASE_INT_NOW: You cannot increase a STAT_TYPE_LIFETIME directly, use the COLLECTION version instead!",string,111,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
23013,0x59E5,96,jo^STAT_INCREASE_INT_NOW: iIncreaseValue < 0 - I am turning this into a positive number for you!,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000312,,23013,0x59E5,string,string_table,jo^STAT_INCREASE_INT_NOW: iIncreaseValue < 0 - I am turning this into a positive number for you!,131,0x58A3..0x5ACB,Function_131,[],"['onSTAT_INCREASE_INT_NOW: You cannot increase a STAT_TYPE_LIFETIME directly, use the COLLECTION version instead!', 'jo^STAT_INCREASE_INT_NOW: iIncreaseValue < 0 - I am turning this into a positive number for you!', 'Ho?STAT_INCREASE_INT_NOW: Attempting to use a Stat out of bounds.', 'oNSTAT_INCREASE_INT_NOW: You cannot increase this STAT_TYPE_LIFETIME directly: ', 'RFe+8']","['0x5966', '0x59D9', '0x5A46', '0x5A4B', '0x5A59']",['0x59E3'],jo^STAT_INCREASE_INT_NOW: iIncreaseValue < 0 - I am turning this into a positive number for you!,string,96,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
