offset,offset_hex,length,text,population_term,candidate_kind,patchability,safe_patch_type,confidence,reason,length_change_patchability,candidate_id,file_offset,decoded_offset,decoded_offset_hex,section,owner_type,owner_name,owner_function_index,owner_function_offset_range,owner_function_name,owner_function_purpose_tags,nearby_strings,nearby_native_calls,nearby_branches,candidate_value,candidate_value_type,operand_width,patchability_level,confidence_score,safety_reason,blocked_reason,unrelated_code_risk
23807,0x5CFF,7,)A4~2)E,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000564,,23807,0x5CFF,string,string_table,)A4~2)E,144,0x559B..0x608F,Function_144,['spawn'],"[')?iY', 'SpawnVol_28', ')A4~2)E', ')?Lw', 'd)?Lw', 'SpawnVol_29', 'SpawnVol_30', ')?B3q)?', 'SpawnVol_31', 'Defense_Volume', '|()AJ', 'SpawnVolGroup_set']","['0x5C9B', '0x5CA4', '0x5CDD', '0x5CE6', '0x5D1F', '0x5D28', '0x5D61', '0x5D6A']",[],)A4~2)E,string,7,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
23824,0x5D10,4,)?iY,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000565,,23824,0x5D10,string,string_table,)?iY,144,0x559B..0x608F,Function_144,['spawn'],"[')?iY', 'SpawnVol_28', ')A4~2)E', ')?Lw', 'd)?Lw', 'SpawnVol_29', 'SpawnVol_30', ')?B3q)?', 'SpawnVol_31', 'Defense_Volume', '|()AJ', 'SpawnVolGroup_set']","['0x5C9B', '0x5CA4', '0x5CDD', '0x5CE6', '0x5D1F', '0x5D28', '0x5D61', '0x5D6A']",[],)?iY,string,4,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
23834,0x5D1A,4,)?iY,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000566,,23834,0x5D1A,string,string_table,)?iY,144,0x559B..0x608F,Function_144,['spawn'],"['SpawnVol_28', ')A4~2)E', ')?Lw', 'd)?Lw', 'SpawnVol_29', ')?iY', 'SpawnVol_30', ')?B3q)?', 'SpawnVol_31', 'q)?B3q)@(', 'Defense_Volume', '|()AJ']","['0x5C9B', '0x5CA4', '0x5CDD', '0x5CE6', '0x5D1F', '0x5D28', '0x5D61', '0x5D6A']",[],)?iY,string,4,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
23855,0x5D2F,11,SpawnVol_30,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000567,,23855,0x5D2F,string,string_table,SpawnVol_30,144,0x559B..0x608F,Function_144,['spawn'],"[')A4~2)E', ')?Lw', 'd)?Lw', 'SpawnVol_29', ')?iY', 'SpawnVol_30', ')?B3q)?', 'SpawnVol_31', 'q)?B3q)@(', 'Defense_Volume', '|()AJ', 'SpawnVolGroup_set']","['0x5CDD', '0x5CE6', '0x5D1F', '0x5D28', '0x5D61', '0x5D6A', '0x5DA3', '0x5DAC']",[],SpawnVol_30,string,11,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
23895,0x5D57,7,)?B3q)?,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000568,,23895,0x5D57,string,string_table,)?B3q)?,144,0x559B..0x608F,Function_144,['spawn'],"['d)?Lw', 'SpawnVol_29', ')A4~2)E', ')?iY', 'SpawnVol_30', ')?B3q)?', 'SpawnVol_31', 'q)?B3q)@(', 'SpawnVol_32', 'k7)E', 'Defense_Volume', '|()AJ']","['0x5CDD', '0x5CE6', '0x5D1F', '0x5D28', '0x5D61', '0x5D6A', '0x5DA3', '0x5DAC']",[],)?B3q)?,string,7,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
23921,0x5D71,11,SpawnVol_31,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000569,,23921,0x5D71,string,string_table,SpawnVol_31,144,0x559B..0x608F,Function_144,['spawn'],"[')A4~2)E', ')?iY', 'SpawnVol_30', ')?B3q)?', 'SpawnVol_31', 'q)?B3q)@(', 'SpawnVol_32', 'k7)E', 'i})?r', 'Defense_Volume', '|()AJ', 'SpawnVolGroup_set']","['0x5D1F', '0x5D28', '0x5D61', '0x5D6A', '0x5DA3', '0x5DAC', '0x5DE5', '0x5DEE']",[],SpawnVol_31,string,11,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
23960,0x5D98,9,q)?B3q)@(,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000570,,23960,0x5D98,string,string_table,q)?B3q)@(,144,0x559B..0x608F,Function_144,['spawn'],"[')?iY', 'SpawnVol_30', ')?B3q)?', 'SpawnVol_31', 'q)?B3q)@(', 'SpawnVol_32', 'k7)E', 'i})?r', 'SpawnVol_33', 'Defense_Volume', '|()AJ', 'SpawnVolGroup_set']","['0x5D1F', '0x5D28', '0x5D61', '0x5D6A', '0x5DA3', '0x5DAC', '0x5DE5', '0x5DEE']",[],q)?B3q)@(,string,9,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
23987,0x5DB3,11,SpawnVol_32,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000571,,23987,0x5DB3,string,string_table,SpawnVol_32,144,0x559B..0x608F,Function_144,['spawn'],"[')?B3q)?', 'SpawnVol_31', 'q)?B3q)@(', 'SpawnVol_32', 'k7)E', 'i})?r', 'SpawnVol_33', ')?iY', 'Defense_Volume', '|()AJ', 'SpawnVolGroup_set', 'SpawnVol_0']","['0x5D61', '0x5D6A', '0x5DA3', '0x5DAC', '0x5DE5', '0x5DEE', '0x5E27', '0x5E30']",[],SpawnVol_32,string,11,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
24008,0x5DC8,4,k7)E,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000572,,24008,0x5DC8,string,string_table,k7)E,144,0x559B..0x608F,Function_144,['spawn'],"[')?B3q)?', 'SpawnVol_31', 'q)?B3q)@(', 'SpawnVol_32', 'k7)E', 'i})?r', 'SpawnVol_33', ')?iY', 'SpawnVol_34', 'Defense_Volume', '|()AJ', 'SpawnVolGroup_set']","['0x5D61', '0x5D6A', '0x5DA3', '0x5DAC', '0x5DE5', '0x5DEE', '0x5E27', '0x5E30']",[],k7)E,string,4,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
24025,0x5DD9,5,i})?r,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000573,,24025,0x5DD9,string,string_table,i})?r,144,0x559B..0x608F,Function_144,['spawn'],"['SpawnVol_31', 'q)?B3q)@(', 'SpawnVol_32', 'k7)E', 'i})?r', 'SpawnVol_33', ')?iY', 'SpawnVol_34', 'Defense_Volume', '|()AJ', 'SpawnVolGroup_set', 'SpawnVol_0']","['0x5D61', '0x5D6A', '0x5DA3', '0x5DAC', '0x5DE5', '0x5DEE', '0x5E27', '0x5E30']",[],i})?r,string,5,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
24053,0x5DF5,11,SpawnVol_33,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000574,,24053,0x5DF5,string,string_table,SpawnVol_33,144,0x559B..0x608F,Function_144,['spawn'],"['q)?B3q)@(', 'SpawnVol_32', 'k7)E', 'i})?r', 'SpawnVol_33', ')?iY', 'SpawnVol_34', 'v)?r', 'Defense_Volume', '|()AJ', 'SpawnVolGroup_set', 'SpawnVol_0']","['0x5DA3', '0x5DAC', '0x5DE5', '0x5DEE', '0x5E27', '0x5E30', '0x5E69', '0x5E72']",[],SpawnVol_33,string,11,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
24088,0x5E18,4,)?iY,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000575,,24088,0x5E18,string,string_table,)?iY,144,0x559B..0x608F,Function_144,['spawn'],"['q)?B3q)@(', 'SpawnVol_32', 'k7)E', 'i})?r', 'SpawnVol_33', ')?iY', 'SpawnVol_34', 'v)?r', 'SpawnVol_35', 'Defense_Volume', '|()AJ', 'SpawnVolGroup_set']","['0x5DA3', '0x5DAC', '0x5DE5', '0x5DEE', '0x5E27', '0x5E30', '0x5E69', '0x5E72']",[],)?iY,string,4,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
24098,0x5E22,4,)?iY,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000576,,24098,0x5E22,string,string_table,)?iY,144,0x559B..0x608F,Function_144,['spawn'],"['SpawnVol_32', 'k7)E', 'i})?r', 'SpawnVol_33', ')?iY', 'SpawnVol_34', 'v)?r', 'SpawnVol_35', 'Defense_Volume', '|()AJ', 'SpawnVolGroup_set', 'SpawnVol_0']","['0x5DA3', '0x5DAC', '0x5DE5', '0x5DEE', '0x5E27', '0x5E30', '0x5E69', '0x5E72']",[],)?iY,string,4,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
24119,0x5E37,11,SpawnVol_34,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000577,,24119,0x5E37,string,string_table,SpawnVol_34,144,0x559B..0x608F,Function_144,['spawn'],"['k7)E', 'i})?r', 'SpawnVol_33', ')?iY', 'SpawnVol_34', 'v)?r', 'SpawnVol_35', 'Defense_Volume', '|()AJ', 'SpawnVolGroup_set', 'SpawnVol_0', '@)A3']","['0x5DE5', '0x5DEE', '0x5E27', '0x5E30', '0x5E69', '0x5E72', '0x5EAB', '0x5EB4']",[],SpawnVol_34,string,11,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
24158,0x5E5E,4,v)?r,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000578,,24158,0x5E5E,string,string_table,v)?r,144,0x559B..0x608F,Function_144,['spawn'],"['SpawnVol_33', ')?iY', 'SpawnVol_34', 'v)?r', 'SpawnVol_35', 'SpawnVol_36', 'Defense_Volume', '|()AJ', 'SpawnVolGroup_set', 'SpawnVol_0', '@)A3', 'SpawnVol_1']","['0x5DE5', '0x5DEE', '0x5E27', '0x5E30', '0x5E69', '0x5E72', '0x5EAB', '0x5EB4']",[],v)?r,string,4,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
24185,0x5E79,11,SpawnVol_35,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000579,,24185,0x5E79,string,string_table,SpawnVol_35,144,0x559B..0x608F,Function_144,['spawn'],"[')?iY', 'SpawnVol_34', 'v)?r', 'SpawnVol_35', 'SpawnVol_36', '$)?K', 'Defense_Volume', '|()AJ', 'SpawnVolGroup_set', 'SpawnVol_0', '@)A3', 'SpawnVol_1']","['0x5E27', '0x5E30', '0x5E69', '0x5E72', '0x5EAB', '0x5EB4', '0x5EED', '0x5EF6']",[],SpawnVol_35,string,11,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
24220,0x5E9C,4,)?iY,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000580,,24220,0x5E9C,string,string_table,)?iY,144,0x559B..0x608F,Function_144,['spawn'],"[')?iY', 'SpawnVol_34', 'v)?r', 'SpawnVol_35', 'SpawnVol_36', '$)?K', 'SpawnVol_38', 'Defense_Volume', '|()AJ', 'SpawnVolGroup_set', 'SpawnVol_0', '@)A3']","['0x5E27', '0x5E30', '0x5E69', '0x5E72', '0x5EAB', '0x5EB4', '0x5EED', '0x5EF6']",[],)?iY,string,4,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
24230,0x5EA6,4,)?iY,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000581,,24230,0x5EA6,string,string_table,)?iY,144,0x559B..0x608F,Function_144,['spawn'],"['SpawnVol_34', 'v)?r', 'SpawnVol_35', ')?iY', 'SpawnVol_36', '$)?K', 'SpawnVol_38', 'Defense_Volume', '|()AJ', 'SpawnVolGroup_set', 'SpawnVol_0', '@)A3']","['0x5E27', '0x5E30', '0x5E69', '0x5E72', '0x5EAB', '0x5EB4', '0x5EED', '0x5EF6']",[],)?iY,string,4,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
24251,0x5EBB,11,SpawnVol_36,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000582,,24251,0x5EBB,string,string_table,SpawnVol_36,144,0x559B..0x608F,Function_144,['spawn'],"['v)?r', 'SpawnVol_35', ')?iY', 'SpawnVol_36', '$)?K', 'SpawnVol_38', 'Defense_Volume', '|()AJ', 'SpawnVolGroup_set', 'SpawnVol_0', '@)A3', 'SpawnVol_1']","['0x5E69', '0x5E72', '0x5EAB', '0x5EB4', '0x5EED', '0x5EF6', '0x5F2F', '0x5F38']",[],SpawnVol_36,string,11,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
24290,0x5EE2,4,$)?K,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000583,,24290,0x5EE2,string,string_table,$)?K,144,0x559B..0x608F,Function_144,['spawn'],"['SpawnVol_35', ')?iY', 'SpawnVol_36', '$)?K', 'SpawnVol_38', 'SpawnVol_39', 'Defense_Volume', '|()AJ', 'SpawnVolGroup_set', 'SpawnVol_0', '@)A3', 'SpawnVol_1']","['0x5E69', '0x5E72', '0x5EAB', '0x5EB4', '0x5EED', '0x5EF6', '0x5F2F', '0x5F38']",[],$)?K,string,4,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
24317,0x5EFD,11,SpawnVol_38,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000584,,24317,0x5EFD,string,string_table,SpawnVol_38,144,0x559B..0x608F,Function_144,['spawn'],"[')?iY', 'SpawnVol_36', '$)?K', 'SpawnVol_38', 'SpawnVol_39', 'Defense_Volume', '|()AJ', 'SpawnVolGroup_set', 'SpawnVol_0', '@)A3', 'SpawnVol_1', ')?Z#']","['0x5EAB', '0x5EB4', '0x5EED', '0x5EF6', '0x5F2F', '0x5F38', '0x5F71', '0x5F7A']",[],SpawnVol_38,string,11,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
24383,0x5F3F,11,SpawnVol_39,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000585,,24383,0x5F3F,string,string_table,SpawnVol_39,144,0x559B..0x608F,Function_144,['spawn'],"['$)?K', 'SpawnVol_38', 'SpawnVol_39', 'SpawnVol_40', 'SpawnVol_41', 'Defense_Volume', '|()AJ', 'SpawnVolGroup_set', 'SpawnVol_0', '@)A3', 'SpawnVol_1', ')?Z#']","['0x5EED', '0x5EF6', '0x5F2F', '0x5F38', '0x5F71', '0x5F7A', '0x5FAF', '0x5FB8']",[],SpawnVol_39,string,11,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
24449,0x5F81,11,SpawnVol_40,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000586,,24449,0x5F81,string,string_table,SpawnVol_40,144,0x559B..0x608F,Function_144,['spawn'],"['SpawnVol_39', 'SpawnVol_40', 'SpawnVol_41', 'BS)B', 'Defense_Volume', '|()AJ', 'SpawnVolGroup_set', 'SpawnVol_0', '@)A3', 'SpawnVol_1', ')?Z#', 't)?Z#']","['0x5F2F', '0x5F38', '0x5F71', '0x5F7A', '0x5FAF', '0x5FB8', '0x5FF5', '0x5FFE']",[],SpawnVol_40,string,11,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
24511,0x5FBF,11,SpawnVol_41,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000587,,24511,0x5FBF,string,string_table,SpawnVol_41,144,0x559B..0x608F,Function_144,['spawn'],"['SpawnVol_39', 'SpawnVol_40', 'SpawnVol_41', 'BS)B', 'SpawnVol_42', '5u)B', 'Defense_Volume', '|()AJ', 'SpawnVolGroup_set', 'SpawnVol_0', '@)A3', 'SpawnVol_1']","['0x5F71', '0x5F7A', '0x5FAF', '0x5FB8', '0x5FF5', '0x5FFE', '0x603B']",[],SpawnVol_41,string,11,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
24542,0x5FDE,4,BS)B,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000588,,24542,0x5FDE,string,string_table,BS)B,144,0x559B..0x608F,Function_144,['spawn'],"['SpawnVol_40', 'SpawnVol_41', 'BS)B', 'SpawnVol_42', '5u)B', 'SpawnVol_43', 'Defense_Volume', '|()AJ', 'SpawnVolGroup_set', 'SpawnVol_0', '@)A3', 'SpawnVol_1']","['0x5F71', '0x5F7A', '0x5FAF', '0x5FB8', '0x5FF5', '0x5FFE', '0x603B', '0x6044']",[],BS)B,string,4,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
24581,0x6005,11,SpawnVol_42,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000589,,24581,0x6005,string,string_table,SpawnVol_42,144,0x559B..0x608F,Function_144,['spawn'],"['SpawnVol_41', 'BS)B', 'SpawnVol_42', '5u)B', 'SpawnVol_43', 'Defense_Volume', '|()AJ', 'SpawnVolGroup_set', 'SpawnVol_0', '@)A3', 'SpawnVol_1', ')?Z#']","['0x5FAF', '0x5FB8', '0x5FF5', '0x5FFE', '0x603B', '0x6044', '0x6081']",[],SpawnVol_42,string,11,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
24607,0x601F,4,5u)B,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000590,,24607,0x601F,string,string_table,5u)B,144,0x559B..0x608F,Function_144,['spawn'],"['SpawnVol_41', 'BS)B', 'SpawnVol_42', '5u)B', 'SpawnVol_43', 'Defense_Volume', '|()AJ', 'SpawnVolGroup_set', 'SpawnVol_0', '@)A3', 'SpawnVol_1', ')?Z#']","['0x5FAF', '0x5FB8', '0x5FF5', '0x5FFE', '0x603B', '0x6044', '0x6081', '0x608A']",[],5u)B,string,4,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
24612,0x6024,4,BS)B,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000591,,24612,0x6024,string,string_table,BS)B,144,0x559B..0x608F,Function_144,['spawn'],"['SpawnVol_41', 'BS)B', 'SpawnVol_42', '5u)B', 'SpawnVol_43', 'Defense_Volume', '|()AJ', 'SpawnVolGroup_set', 'SpawnVol_0', '@)A3', 'SpawnVol_1', ')?Z#']","['0x5FAF', '0x5FB8', '0x5FF5', '0x5FFE', '0x603B', '0x6044', '0x6081', '0x608A']",[],BS)B,string,4,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
24651,0x604B,11,SpawnVol_43,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000592,,24651,0x604B,string,string_table,SpawnVol_43,144,0x559B..0x608F,Function_144,['spawn'],"['BS)B', 'SpawnVol_42', '5u)B', 'SpawnVol_43', 'Defense_Volume', '|()AJ', 'SpawnVolGroup_set', 'SpawnVol_0', '@)A3', 'SpawnVol_1', ')?Z#', 't)?Z#']","['0x5FF5', '0x5FFE', '0x603B', '0x6044', '0x6081', '0x608A']","['0x60B0', '0x60B3', '0x60BB', '0x60BE', '0x60C6', '0x60C9']",SpawnVol_43,string,11,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
24682,0x606A,4,BS)B,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000593,,24682,0x606A,string,string_table,BS)B,144,0x559B..0x608F,Function_144,['spawn'],"['SpawnVol_42', '5u)B', 'BS)B', 'SpawnVol_43', 'Defense_Volume', '|()AJ', 'SpawnVolGroup_set', 'SpawnVol_0', '@)A3', 'SpawnVol_1', ')?Z#', 't)?Z#']","['0x5FF5', '0x5FFE', '0x603B', '0x6044', '0x6081', '0x608A']","['0x60B0', '0x60B3', '0x60BB', '0x60BE', '0x60C6', '0x60C9', '0x60D1', '0x60D4', '0x60DF']",BS)B,string,4,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
24814,0x60EE,14,Defense_Volume,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000594,,24814,0x60EE,string,string_table,Defense_Volume,146,0x60D8..0x68FE,Function_146,['spawn'],"['Defense_Volume', ';9)B', 'SpawnVolGroup_set', 'SpawnVol_0', 'SpawnVol_1', ')?SL', 'SpawnVol_2', ')?ZI', 'SpawnVol_3', 'SpawnVol_4', 'SpawnVol_5', 'SpawnVol_6']","['0x6081', '0x608A', '0x6123', '0x613D']","['0x60B0', '0x60B3', '0x60BB', '0x60BE', '0x60C6', '0x60C9', '0x60D1', '0x60D4', '0x60DF']",Defense_Volume,string,14,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
24833,0x6101,4,;9)B,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000595,,24833,0x6101,string,string_table,;9)B,146,0x60D8..0x68FE,Function_146,['spawn'],"['Defense_Volume', ';9)B', 'SpawnVolGroup_set', 'SpawnVol_0', 'SpawnVol_1', ')?SL', 'SpawnVol_2', ')?ZI', 'SpawnVol_3', 'SpawnVol_4', 'SpawnVol_5', 'SpawnVol_6']","['0x6081', '0x608A', '0x6123', '0x613D', '0x6177', '0x6180']","['0x60B0', '0x60B3', '0x60BB', '0x60BE', '0x60C6', '0x60C9', '0x60D1', '0x60D4', '0x60DF']",;9)B,string,4,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
24875,0x612B,17,SpawnVolGroup_set,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000596,,24875,0x612B,string,string_table,SpawnVolGroup_set,146,0x60D8..0x68FE,Function_146,['spawn'],"['Defense_Volume', ';9)B', 'SpawnVolGroup_set', 'SpawnVol_0', 'SpawnVol_1', ')?SL', 'SpawnVol_2', ')?ZI', 'SpawnVol_3', 'SpawnVol_4', 'SpawnVol_5', 'SpawnVol_6']","['0x6123', '0x613D', '0x6177', '0x6180']","['0x60B0', '0x60B3', '0x60BB', '0x60BE', '0x60C6', '0x60C9', '0x60D1', '0x60D4', '0x60DF']",SpawnVolGroup_set,string,17,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
24902,0x6146,10,SpawnVol_0,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000597,,24902,0x6146,string,string_table,SpawnVol_0,146,0x60D8..0x68FE,Function_146,['spawn'],"['Defense_Volume', ';9)B', 'SpawnVolGroup_set', 'SpawnVol_0', 'SpawnVol_1', ')?SL', 'SpawnVol_2', ')?ZI', 'SpawnVol_3', 'SpawnVol_4', 'SpawnVol_5', 'SpawnVol_6']","['0x6123', '0x613D', '0x6177', '0x6180', '0x61B8', '0x61C1']","['0x60C6', '0x60C9', '0x60D1', '0x60D4', '0x60DF']",SpawnVol_0,string,10,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
24967,0x6187,10,SpawnVol_1,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000598,,24967,0x6187,string,string_table,SpawnVol_1,146,0x60D8..0x68FE,Function_146,['spawn'],"['SpawnVolGroup_set', 'SpawnVol_0', 'SpawnVol_1', ')?SL', 'SpawnVol_2', ')?ZI', 'Defense_Volume', ';9)B', 'SpawnVol_3', 'SpawnVol_4', 'SpawnVol_5', 'SpawnVol_6']","['0x6123', '0x613D', '0x6177', '0x6180', '0x61B8', '0x61C1', '0x61F9', '0x6202']",[],SpawnVol_1,string,10,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
